Customer ID,NumInvoices,TotalQuantity,TotalSpend,FirstPurchaseDate,LastPurchaseDate,UniqueProducts,Country
14020,2,207,155.63,2010-06-28 15:29:00,2010-08-20 13:09:00,29,United Kingdom
14021,4,686,245.1,2010-04-26 11:22:00,2010-11-30 15:14:00,64,United Kingdom
14022,1,194,47.52,2010-08-10 09:38:00,2010-08-10 09:38:00,19,United Kingdom
14024,1,88,102.69,2010-11-14 10:51:00,2010-11-14 10:51:00,18,United Kingdom
14025,8,1920,411.41,2010-05-05 09:56:00,2010-09-01 10:11:00,60,United Kingdom
14026,2,427,119.68,2010-03-24 14:10:00,2010-08-26 10:31:00,43,United Kingdom
14028,3,7170,13.049999999999999,2010-06-07 12:02:00,2010-06-07 13:33:00,3,United Kingdom
14030,14,2871,2435.47,2009-12-10 17:27:00,2010-12-08 16:29:00,462,United Kingdom
14031,27,8719,2340.41,2009-12-03 15:35:00,2010-12-09 17:34:00,204,United Kingdom
14032,6,1884,188.14000000000001,2009-12-14 12:02:00,2010-12-08 10:53:00,53,United Kingdom
14033,1,576,0.19,2010-06-02 15:10:00,2010-06-02 15:10:00,1,United Kingdom
14035,4,680,256.82,2010-04-06 12:39:00,2010-10-29 10:10:00,42,United Kingdom
14037,4,544,166.86,2009-12-07 11:39:00,2010-08-18 12:52:00,76,United Kingdom
14038,2,743,196.71,2010-02-04 08:56:00,2010-11-07 14:52:00,54,United Kingdom
14039,1,100,17.25,2010-05-13 10:15:00,2010-05-13 10:15:00,4,United Kingdom
14040,23,3490,2089.45,2009-12-01 12:14:00,2010-11-18 13:01:00,265,United Kingdom
14042,1,180,78.54,2009-12-14 15:07:00,2009-12-14 15:07:00,21,United Kingdom
14043,2,153,110.42,2009-12-10 15:56:00,2010-08-05 18:18:00,37,United Kingdom
14044,6,1817,1587.53,2010-01-24 15:14:00,2010-10-17 13:28:00,445,United Kingdom
14045,13,4054,108.01,2010-01-08 10:08:00,2010-12-01 11:32:00,16,United Kingdom
14047,10,1268,522.52,2010-02-01 10:05:00,2010-12-02 10:09:00,87,United Kingdom
14048,2,179,178.56,2010-11-22 14:08:00,2010-11-22 14:21:00,55,United Kingdom
14049,9,4739,1910.42,2010-04-01 14:52:00,2010-11-17 10:44:00,364,United Kingdom
14051,15,2191,471.6,2009-12-03 11:53:00,2010-12-08 12:49:00,56,United Kingdom
14052,1,98,216.25,2010-11-14 11:37:00,2010-11-14 11:37:00,65,United Kingdom
14053,2,275,6.67,2010-08-10 11:02:00,2010-11-07 14:50:00,3,United Kingdom
14055,2,504,95.17,2009-12-16 15:11:00,2010-05-11 10:24:00,23,United Kingdom
14057,5,1609,374.45,2009-12-03 13:17:00,2010-11-23 08:38:00,124,United Kingdom
14058,2,211,86.28,2010-06-27 11:29:00,2010-09-03 09:31:00,23,United Kingdom
14060,13,2733,121.17,2010-03-11 09:47:00,2010-12-08 12:40:00,43,United Kingdom
14061,3,133,164.44,2009-12-01 18:03:00,2010-07-20 17:22:00,17,United Kingdom
14062,12,7206,701.13,2009-12-10 14:28:00,2010-11-30 11:00:00,113,United Kingdom
14063,7,3848,204.85,2009-12-08 13:46:00,2010-01-22 11:28:00,29,United Kingdom
14064,10,2189,239.54,2010-01-21 13:22:00,2010-10-05 13:20:00,89,United Kingdom
14065,3,582,180.09,2010-10-04 12:03:00,2010-11-15 16:13:00,42,United Kingdom
14068,3,440,405.46,2010-01-31 10:10:00,2010-04-15 14:28:00,73,United Kingdom
14069,2,59,175.97,2010-05-27 12:30:00,2010-07-13 12:12:00,37,United Kingdom
14070,1,86,200.25,2010-01-24 12:27:00,2010-01-24 12:27:00,40,United Kingdom
14072,1,65,122.1,2010-02-11 12:31:00,2010-02-11 12:31:00,19,United Kingdom
14074,1,228,5.9,2010-03-26 13:55:00,2010-03-26 13:55:00,6,United Kingdom
14075,2,739,96.42999999999999,2010-08-26 13:42:00,2010-11-01 13:15:00,35,United Kingdom
14077,1,108,33.8,2010-11-09 16:01:00,2010-11-09 16:01:00,14,United Kingdom
14078,4,307,273.47,2010-03-28 15:05:00,2010-12-01 12:54:00,79,United Kingdom
14080,4,220,659.69,2009-12-02 15:01:00,2010-10-22 14:04:00,70,United Kingdom
14081,9,3116,2088.29,2009-12-10 18:27:00,2010-12-05 15:47:00,439,United Kingdom
14082,1,136,73.59,2010-11-12 11:47:00,2010-11-12 11:47:00,36,United Kingdom
14083,3,234,212.12,2009-12-18 11:34:00,2010-12-03 12:24:00,70,United Kingdom
14084,1,306,6.22,2010-07-15 14:36:00,2010-07-15 14:36:00,7,United Kingdom
14085,15,3379,1827.65,2009-12-08 13:41:00,2010-12-06 12:39:00,335,United Kingdom
14086,1,1,39.95,2010-09-03 10:52:00,2010-09-03 10:52:00,1,United Kingdom
14087,2,476,333.11,2009-12-04 15:27:00,2010-10-31 11:22:00,126,United Kingdom
14088,3,2611,594.87,2010-10-14 19:46:00,2010-10-29 10:31:00,93,United Kingdom
14091,2,3316,40.84,2010-01-10 13:41:00,2010-02-23 15:17:00,13,United Kingdom
14092,10,1540,543.7,2009-12-16 16:24:00,2010-11-30 14:48:00,92,United Kingdom
14094,1,177,125.94,2010-09-26 11:58:00,2010-09-26 11:58:00,41,United Kingdom
14095,1,1,2.95,2009-12-17 12:49:00,2009-12-17 12:49:00,1,United Kingdom
14097,2,352,87.0,2010-03-04 10:46:00,2010-08-15 14:20:00,39,United Kingdom
14099,9,1491,690.66,2009-12-10 11:55:00,2010-11-29 13:03:00,165,United Kingdom
14101,7,3600,84.62,2010-03-28 13:36:00,2010-11-16 14:54:00,15,United Kingdom
14104,3,436,281.63,2010-05-28 16:11:00,2010-11-15 13:13:00,99,United Kingdom
14105,4,2734,560.14,2009-12-18 16:57:00,2010-10-27 11:53:00,172,United Kingdom
14106,1,24,8.95,2009-12-02 14:09:00,2009-12-02 14:09:00,1,United Kingdom
14107,4,1696,321.64,2009-12-09 14:20:00,2010-09-17 12:25:00,71,United Kingdom
14108,2,292,41.2,2009-12-01 18:07:00,2009-12-08 15:25:00,18,United Kingdom
14110,21,3380,716.1800000000001,2009-12-01 09:50:00,2010-09-30 17:13:00,126,United Kingdom
14112,6,1888,385.11,2010-02-23 14:16:00,2010-09-14 13:41:00,122,United Kingdom
14113,12,2694,241.62,2009-12-08 07:42:00,2010-11-29 15:53:00,57,United Kingdom
14114,5,549,183.48,2010-04-12 11:07:00,2010-11-09 09:13:00,58,United Kingdom
14115,2,509,48.230000000000004,2010-02-11 11:44:00,2010-07-26 12:36:00,22,United Kingdom
14118,1,97,78.3,2010-10-07 11:59:00,2010-10-07 11:59:00,15,United Kingdom
14119,2,177,36.25,2009-12-21 14:52:00,2010-11-29 10:33:00,11,United Kingdom
14122,3,114,63.18,2009-12-02 14:22:00,2010-10-29 15:11:00,12,United Kingdom
14123,1,234,78.59,2009-12-06 15:35:00,2009-12-06 15:35:00,24,United Kingdom
14126,1,379,60.27,2010-09-21 14:51:00,2010-09-21 14:51:00,28,United Kingdom
14127,3,507,302.11,2010-10-10 11:53:00,2010-11-24 16:56:00,64,United Kingdom
14128,1,250,33.85,2010-06-06 14:05:00,2010-06-06 14:05:00,19,United Kingdom
14129,4,822,122.53,2010-05-09 14:54:00,2010-11-05 09:59:00,22,United Kingdom
14130,3,981,315.89,2009-12-11 16:33:00,2010-11-29 17:11:00,131,United Kingdom
14131,1,118,109.47,2010-03-01 11:59:00,2010-03-01 11:59:00,45,United Kingdom
14133,1,50,127.7,2009-12-06 12:10:00,2009-12-06 12:10:00,8,United Kingdom
14134,15,5814,603.74,2009-12-10 09:25:00,2010-11-22 12:26:00,130,United Kingdom
14135,11,5505,214.8,2009-12-02 08:58:00,2010-12-07 12:37:00,90,United Kingdom
14136,5,1148,301.38,2009-12-08 09:19:00,2010-11-04 11:53:00,86,United Kingdom
14137,1,462,9.65,2010-01-13 12:30:00,2010-01-13 12:30:00,11,United Kingdom
14139,3,539,98.3,2010-06-15 09:17:00,2010-08-06 14:00:00,29,United Kingdom
14142,2,518,105.61,2010-03-03 15:13:00,2010-12-01 16:33:00,42,United Kingdom
14144,1,12,2.55,2010-08-10 15:17:00,2010-08-10 15:17:00,1,United Kingdom
14145,3,899,65.1,2010-04-08 09:47:00,2010-09-06 09:53:00,10,United Kingdom
14146,7,3343,750.51,2010-01-13 16:04:00,2010-11-21 15:55:00,204,United Kingdom
14147,7,887,73.42999999999999,2010-03-09 13:43:00,2010-11-16 08:11:00,21,United Kingdom
14148,1,207,30.97,2010-10-21 14:08:00,2010-10-21 14:08:00,14,United Kingdom
14151,2,405,128.84,2009-12-23 10:54:00,2010-02-04 15:35:00,44,United Kingdom
14152,5,1133,140.81,2010-02-18 13:57:00,2010-11-17 14:20:00,75,United Kingdom
14153,1,312,15.43,2010-08-13 14:35:00,2010-08-13 14:35:00,17,United Kingdom
14154,6,2757,719.09,2010-01-13 12:47:00,2010-11-23 17:53:00,204,United Kingdom
14156,91,108076,8978.13,2009-12-01 12:30:00,2010-12-03 11:48:00,1091,EIRE
14157,3,256,119.75,2010-03-03 16:49:00,2010-11-15 15:10:00,33,United Kingdom
14159,9,2182,1164.24,2009-12-03 12:31:00,2010-11-25 13:32:00,366,United Kingdom
14160,7,4661,269.62,2010-01-10 12:06:00,2010-04-08 14:30:00,80,United Kingdom
14161,5,1168,516.96,2009-12-13 11:46:00,2010-12-05 13:18:00,153,United Kingdom
14163,1,57,11.14,2010-09-03 17:15:00,2010-09-03 17:15:00,6,United Kingdom
14166,2,84,174.2,2010-03-23 15:10:00,2010-07-22 19:42:00,39,United Kingdom
14167,4,200,268.3,2010-01-27 16:07:00,2010-09-01 17:15:00,32,United Kingdom
14168,2,147,45.35,2010-05-24 12:28:00,2010-10-15 10:49:00,11,United Kingdom
14169,2,204,258.57,2010-09-21 13:39:00,2010-10-05 08:45:00,49,United Kingdom
14170,3,290,385.6,2010-11-09 14:06:00,2010-11-29 13:10:00,123,United Kingdom
14171,1,44,19.54,2009-12-09 13:50:00,2009-12-09 13:50:00,6,United Kingdom
14172,3,88,291.39,2010-03-07 10:58:00,2010-04-13 13:26:00,38,United Kingdom
14173,2,44,20.48,2009-12-09 12:46:00,2010-03-08 13:24:00,3,United Kingdom
14175,5,1494,869.71,2010-03-22 10:43:00,2010-10-17 13:59:00,125,United Kingdom
14176,2,117,56.09,2010-11-23 13:21:00,2010-12-07 11:45:00,14,United Kingdom
14177,9,843,660.6,2010-02-26 11:59:00,2010-11-23 14:23:00,118,United Kingdom
14180,9,159,836.29,2010-06-09 14:56:00,2010-12-02 13:08:00,44,United Kingdom
14181,2,122,143.35,2010-05-26 12:32:00,2010-10-25 08:27:00,48,United Kingdom
14182,4,174,246.59,2010-04-22 15:36:00,2010-09-22 11:45:00,42,United Kingdom
14183,2,61,188.72,2010-08-15 15:36:00,2010-10-24 14:45:00,27,United Kingdom
14186,5,1550,153.06,2010-03-05 11:17:00,2010-10-08 13:30:00,75,United Kingdom
14187,1,50,38.4,2010-08-23 12:06:00,2010-08-23 12:06:00,8,United Kingdom
14189,2,709,205.73,2010-11-16 09:28:00,2010-12-06 11:42:00,46,United Kingdom
14190,1,2,39.95,2010-02-11 14:27:00,2010-02-11 14:27:00,1,United Kingdom
14191,2,62,17.7,2009-12-11 10:48:00,2010-11-10 12:27:00,6,United Kingdom
14192,1,218,23.44,2010-11-16 17:44:00,2010-11-16 17:44:00,14,United Kingdom
14193,1,208,56.55,2010-11-08 12:31:00,2010-11-08 12:31:00,22,United Kingdom
14194,15,4197,1125.28,2010-01-06 12:16:00,2010-11-12 12:26:00,246,United Kingdom
14195,4,1384,13.45,2010-03-15 17:12:00,2010-09-26 14:06:00,5,United Kingdom
14197,1,143,93.5,2010-10-25 10:01:00,2010-10-25 10:01:00,20,United Kingdom
14198,5,333,295.17,2010-01-05 10:07:00,2010-11-04 13:50:00,33,United Kingdom
14199,3,226,77.1,2010-06-27 12:13:00,2010-10-12 08:25:00,15,United Kingdom
14200,1,140,83.25,2010-04-01 13:01:00,2010-04-01 13:01:00,21,United Kingdom
14201,3,216,59.9,2010-04-30 13:00:00,2010-10-26 18:51:00,17,United Kingdom
14202,3,166,245.17999999999998,2010-03-25 10:36:00,2010-11-23 17:13:00,27,United Kingdom
14203,1,80,86.34,2010-11-07 13:35:00,2010-11-07 13:35:00,16,United Kingdom
14204,3,410,518.87,2009-12-02 13:26:00,2010-10-13 13:32:00,158,United Kingdom
14205,7,1138,364.63,2010-03-07 12:20:00,2010-11-10 14:37:00,65,United Kingdom
14206,2,654,124.67,2010-11-02 11:37:00,2010-11-16 18:20:00,43,United Kingdom
14207,1,36,8.9,2010-01-21 09:33:00,2010-01-21 09:33:00,2,United Kingdom
14208,1,415,59.62,2010-06-06 13:11:00,2010-06-06 13:11:00,25,United Kingdom
14209,9,1048,731.24,2010-01-22 10:28:00,2010-11-19 13:58:00,97,United Kingdom
14210,11,1844,782.1800000000001,2010-01-06 10:17:00,2010-12-03 12:43:00,128,United Kingdom
14211,9,1333,344.36,2009-12-09 12:48:00,2010-10-24 12:54:00,96,United Kingdom
14212,1,894,21.27,2010-09-20 11:48:00,2010-09-20 11:48:00,12,United Kingdom
14213,1,244,24.45,2010-10-31 10:37:00,2010-10-31 10:37:00,5,United Kingdom
14215,4,927,298.99,2009-12-08 09:35:00,2010-12-06 15:34:00,81,United Kingdom
14216,1,118,85.92,2010-10-21 15:07:00,2010-10-21 15:07:00,18,United Kingdom
14217,7,567,469.37,2010-06-30 12:54:00,2010-12-08 13:28:00,68,United Kingdom
14219,2,285,151.27,2010-08-03 14:42:00,2010-10-26 10:34:00,32,United Kingdom
14220,2,196,76.75,2010-05-19 13:26:00,2010-05-21 13:29:00,12,United Kingdom
14221,8,1617,524.23,2010-04-06 14:10:00,2010-09-16 14:41:00,67,United Kingdom
14224,5,349,516.45,2010-06-13 13:46:00,2010-11-14 13:53:00,101,United Kingdom
14225,4,1168,250.99,2010-01-12 15:02:00,2010-10-01 10:32:00,70,United Kingdom
14226,1,418,73.74,2010-09-24 14:32:00,2010-09-24 14:32:00,31,United Kingdom
14227,5,2225,483.23,2010-02-08 09:38:00,2010-10-21 10:49:00,163,United Kingdom
14228,3,260,180.47,2010-06-11 12:29:00,2010-09-28 09:45:00,38,United Kingdom
14229,4,324,154.28,2010-08-25 11:47:00,2010-11-01 13:04:00,21,United Kingdom
14230,3,246,181.48,2010-06-09 13:56:00,2010-09-30 09:07:00,27,United Kingdom
14231,1,201,38.93,2010-09-15 09:52:00,2010-09-15 09:52:00,19,United Kingdom
14233,3,581,129.5,2010-03-05 16:35:00,2010-08-31 15:03:00,30,United Kingdom
14235,4,1055,157.56,2010-03-30 13:36:00,2010-07-29 17:24:00,53,United Kingdom
14236,4,502,114.51,2010-07-22 14:27:00,2010-12-02 18:49:00,29,United Kingdom
14237,2,238,115.98,2010-04-28 10:04:00,2010-12-01 13:20:00,26,United Kingdom
14238,2,78,24.64,2009-12-05 10:58:00,2010-02-15 11:39:00,5,United Kingdom
14239,10,736,374.94,2009-12-05 12:36:00,2010-10-04 15:01:00,41,United Kingdom
14240,1,237,49.800000000000004,2010-10-12 12:48:00,2010-10-12 12:48:00,19,United Kingdom
14241,1,96,2.5,2010-01-12 15:11:00,2010-01-12 15:11:00,2,United Kingdom
14243,8,2466,818.62,2010-08-20 13:41:00,2010-12-09 08:34:00,180,United Kingdom
14244,1,814,19.96,2010-02-17 11:40:00,2010-02-17 11:40:00,16,United Kingdom
14247,4,335,377.54,2010-06-06 15:07:00,2010-10-31 13:58:00,72,United Kingdom
14248,2,590,94.87,2010-07-12 14:27:00,2010-09-06 14:04:00,33,United Kingdom
14249,12,2486,1166.16,2010-01-29 14:21:00,2010-10-25 12:34:00,177,United Kingdom
14252,1,111,126.33,2010-11-23 13:36:00,2010-11-23 13:36:00,10,United Kingdom
14253,2,88,70.75,2010-03-26 15:08:00,2010-08-03 14:55:00,11,United Kingdom
14254,1,263,56.99,2010-10-03 11:52:00,2010-10-03 11:52:00,23,United Kingdom
14256,3,757,327.34,2010-01-14 10:35:00,2010-08-05 09:30:00,70,United Kingdom
14257,4,1650,268.5,2010-03-01 15:36:00,2010-11-24 16:00:00,97,United Kingdom
14258,16,10412,772.8199999999999,2009-12-04 08:36:00,2010-11-09 10:08:00,85,United Kingdom
14260,3,544,156.10999999999999,2010-06-09 11:23:00,2010-08-25 14:55:00,50,United Kingdom
14263,1,171,37.74,2010-10-12 14:09:00,2010-10-12 14:09:00,16,United Kingdom
14264,4,483,335.83,2010-04-07 13:21:00,2010-11-25 17:42:00,49,United Kingdom
14265,2,385,195.44,2010-04-06 14:39:00,2010-09-01 12:20:00,47,Unspecified
14266,1,24,1.69,2010-10-07 13:32:00,2010-10-07 13:32:00,1,United Kingdom
14268,1,147,65.25,2010-08-26 10:45:00,2010-08-26 10:45:00,19,United Kingdom
14269,1,123,78.97,2010-09-26 12:53:00,2010-09-26 12:53:00,16,United Kingdom
14271,1,61,71.98,2010-10-26 17:01:00,2010-10-26 17:01:00,28,United Kingdom
14272,2,498,73.39,2010-05-06 14:01:00,2010-05-26 09:49:00,31,United Kingdom
14274,1,178,25.0,2010-01-22 12:51:00,2010-01-22 12:51:00,15,United Kingdom
14275,6,538,44.74,2010-04-11 12:32:00,2010-11-09 09:06:00,14,United Kingdom
14276,4,662,112.72,2010-02-17 13:10:00,2010-10-28 17:13:00,38,United Kingdom
14277,5,87828,229.07,2009-12-13 15:43:00,2010-10-24 12:44:00,145,France
14278,1,131,33.97,2010-10-26 12:07:00,2010-10-26 12:07:00,13,United Kingdom
14279,2,46,13.59,2010-01-27 16:34:00,2010-07-07 08:42:00,3,United Kingdom
14281,1,45,47.0,2010-10-27 14:45:00,2010-10-27 14:45:00,7,United Kingdom
14282,11,2810,158.75,2010-02-15 11:22:00,2010-12-07 12:21:00,59,United Kingdom
14283,4,550,79.15,2010-05-19 12:22:00,2010-09-02 14:46:00,36,United Kingdom
14284,1,349,122.28,2010-02-24 12:06:00,2010-02-24 12:06:00,35,United Kingdom
14285,4,413,148.53,2009-12-08 14:13:00,2010-07-14 14:07:00,33,United Kingdom
14286,4,4457,280.82,2009-12-04 08:40:00,2010-10-31 15:39:00,167,United Kingdom
14290,3,685,200.61,2009-12-08 11:44:00,2010-10-22 12:03:00,43,United Kingdom
14291,12,3397,557.47,2009-12-09 10:46:00,2010-11-24 09:47:00,158,United Kingdom
14292,7,1766,258.84,2010-03-19 11:10:00,2010-10-25 12:18:00,66,United Kingdom
14293,6,1021,257.53,2009-12-10 10:57:00,2010-12-06 10:18:00,62,United Kingdom
14294,1,190,76.97,2010-10-28 16:25:00,2010-10-28 16:25:00,23,United Kingdom
14295,3,944,224.4,2009-12-09 13:06:00,2010-09-27 09:48:00,60,United Kingdom
14296,2,314,93.14,2010-05-14 14:34:00,2010-10-14 14:14:00,27,United Kingdom
14298,38,41929,2067.77,2009-12-11 13:49:00,2010-11-29 13:35:00,712,United Kingdom
14299,19,6079,567.35,2009-12-02 10:58:00,2010-12-09 10:30:00,90,United Kingdom
14301,3,1080,119.7,2010-02-11 13:07:00,2010-10-19 14:09:00,29,United Kingdom
14302,3,298,81.4,2009-12-02 08:16:00,2010-10-05 08:10:00,25,United Kingdom
14303,2,218,32.35,2010-10-01 10:31:00,2010-10-28 15:37:00,21,United Kingdom
14304,2,636,244.19,2010-05-18 10:50:00,2010-11-25 10:20:00,63,United Kingdom
14306,4,990,15.2,2010-01-31 13:42:00,2010-11-26 10:44:00,12,United Kingdom
14307,5,1316,388.95,2009-12-07 13:06:00,2010-12-01 11:41:00,112,United Kingdom
14309,2,950,195.04999999999998,2010-06-07 10:24:00,2010-10-22 13:18:00,69,United Kingdom
14310,1,230,51.0,2010-10-03 12:34:00,2010-10-03 12:34:00,22,United Kingdom
14311,1,89,30.57,2010-05-21 10:28:00,2010-05-21 10:28:00,11,United Kingdom
14312,5,892,413.28,2010-07-23 15:05:00,2010-11-26 11:40:00,88,United Kingdom
14314,1,36,5.2,2010-10-05 08:00:00,2010-10-05 08:00:00,2,United Kingdom
14315,2,323,111.78,2010-03-15 12:49:00,2010-05-24 13:56:00,26,United Kingdom
14316,5,4494,26.3,2010-03-19 15:18:00,2010-10-13 16:31:00,21,United Kingdom
14318,1,152,14.74,2010-09-05 15:32:00,2010-09-05 15:32:00,9,United Kingdom
14319,1,329,49.47,2010-10-11 13:38:00,2010-10-11 13:38:00,26,United Kingdom
14320,3,388,235.69,2010-01-21 11:44:00,2010-06-11 12:45:00,46,United Kingdom
14321,2,869,126.53,2010-08-23 12:56:00,2010-10-04 12:48:00,56,United Kingdom
14322,4,158,52.95,2010-02-18 08:49:00,2010-10-06 15:17:00,10,United Kingdom
14324,2,402,126.21000000000001,2010-01-15 13:31:00,2010-10-26 11:44:00,41,United Kingdom
14325,1,320,20.75,2010-05-19 09:20:00,2010-05-19 09:20:00,18,United Kingdom
14326,2,469,160.28,2010-06-25 12:10:00,2010-09-02 13:29:00,48,United Kingdom
14327,5,1157,203.1,2010-01-08 14:04:00,2010-11-22 15:24:00,89,United Kingdom
14329,8,2826,1031.29,2009-12-16 15:31:00,2010-11-29 15:53:00,206,United Kingdom
14330,1,103,33.99,2010-03-26 09:10:00,2010-03-26 09:10:00,13,United Kingdom
14332,2,412,110.65,2010-10-19 13:01:00,2010-11-23 15:24:00,31,United Kingdom
14334,4,1255,268.99,2010-05-20 10:04:00,2010-10-10 10:33:00,77,United Kingdom
14338,1,287,35.23,2010-06-21 10:32:00,2010-06-21 10:32:00,19,United Kingdom
14339,1,288,17.49,2010-10-07 08:50:00,2010-10-07 08:50:00,9,United Kingdom
14341,10,1416,342.57,2009-12-01 12:20:00,2010-10-15 15:52:00,100,United Kingdom
14342,2,174,42.05,2010-08-24 13:03:00,2010-10-03 12:46:00,12,United Kingdom
14343,4,631,573.68,2010-01-18 16:47:00,2010-10-14 13:05:00,193,United Kingdom
14344,14,1192,570.66,2010-03-23 15:47:00,2010-12-07 10:51:00,102,United Kingdom
14346,3,1273,231.39000000000001,2010-07-30 10:44:00,2010-10-10 14:19:00,78,United Kingdom
14347,1,48,16.4,2009-12-03 10:49:00,2009-12-03 10:49:00,6,United Kingdom
14350,2,360,201.04,2010-10-05 15:52:00,2010-11-24 12:01:00,38,United Kingdom
14353,2,280,33.449999999999996,2010-10-04 12:38:00,2010-10-25 14:46:00,14,United Kingdom
14355,3,617,130.43,2010-03-22 15:08:00,2010-12-09 12:16:00,57,United Kingdom
14358,2,338,39.79,2010-10-07 17:26:00,2010-11-15 15:51:00,21,United Kingdom
14361,1,251,37.94,2010-05-10 12:29:00,2010-05-10 12:29:00,14,United Kingdom
14363,2,105,27.42,2010-09-14 14:39:00,2010-11-02 17:01:00,8,United Kingdom
14365,2,557,100.08,2010-01-27 09:44:00,2010-11-10 09:52:00,50,United Kingdom
14366,1,16,8.5,2010-07-02 17:23:00,2010-07-02 17:23:00,1,United Kingdom
14369,2,255,76.1,2010-02-16 10:28:00,2010-03-07 15:47:00,24,United Kingdom
14370,6,266,290.34,2010-02-01 08:35:00,2010-09-15 10:53:00,37,United Kingdom
14372,2,378,159.67,2010-04-19 15:57:00,2010-09-22 16:17:00,36,United Kingdom
14374,1,20,58.55,2010-06-16 14:25:00,2010-06-16 14:25:00,7,United Kingdom
14375,2,465,451.99,2010-06-16 14:34:00,2010-09-15 14:45:00,128,United Kingdom
14376,1,50,70.74,2010-01-25 15:36:00,2010-01-25 15:36:00,17,United Kingdom
14378,1,57,33.25,2010-03-28 12:22:00,2010-03-28 12:22:00,9,United Kingdom
14379,2,421,328.24,2010-08-16 15:31:00,2010-11-11 16:29:00,68,United Kingdom
14381,1,307,96.01,2010-09-14 16:15:00,2010-09-14 16:15:00,56,United Kingdom
14382,1,464,335.23,2010-11-14 16:32:00,2010-11-14 16:32:00,137,United Kingdom
14384,1,30,5.85,2010-07-27 09:53:00,2010-07-27 09:53:00,3,United Kingdom
14388,9,2419,621.55,2010-01-20 11:54:00,2010-12-02 11:02:00,109,United Kingdom
14389,3,659,82.58999999999999,2010-04-28 14:57:00,2010-10-11 10:04:00,29,United Kingdom
14390,5,774,730.33,2010-10-10 14:30:00,2010-12-02 11:57:00,112,United Kingdom
14391,1,168,11.3,2010-05-12 09:42:00,2010-05-12 09:42:00,14,United Kingdom
14392,1,114,38.0,2010-10-03 12:56:00,2010-10-03 12:56:00,14,United Kingdom
14394,1,58,15.6,2010-05-24 10:43:00,2010-05-24 10:43:00,6,United Kingdom
14395,12,2379,1411.82,2010-04-18 13:12:00,2010-12-02 18:15:00,227,United Kingdom
14396,6,797,611.64,2009-12-02 14:21:00,2010-12-03 15:19:00,167,United Kingdom
14398,2,267,207.73000000000002,2010-06-30 11:57:00,2010-11-03 13:46:00,50,United Kingdom
14399,8,968,509.83,2010-02-03 13:09:00,2010-11-10 13:23:00,119,United Kingdom
14400,2,1252,77.05,2010-03-18 12:11:00,2010-10-27 13:59:00,47,United Kingdom
14401,9,1894,218.05,2009-12-14 13:22:00,2010-10-11 15:25:00,63,United Kingdom
14402,1,240,9.2,2010-02-25 13:20:00,2010-02-25 13:20:00,8,United Kingdom
14403,2,218,21.919999999999998,2010-03-10 14:00:00,2010-04-29 08:47:00,4,United Kingdom
14404,8,817,369.12,2009-12-20 14:40:00,2010-12-05 16:00:00,86,United Kingdom
14405,1,100,3.9,2010-11-18 11:40:00,2010-11-18 11:40:00,2,United Kingdom
14408,4,828,41.63,2009-12-07 12:18:00,2010-08-25 13:08:00,11,United Kingdom
14409,5,1171,100.8,2010-05-21 16:45:00,2010-12-06 15:06:00,45,United Kingdom
14410,2,806,527.65,2010-09-28 15:46:00,2010-11-28 14:57:00,179,United Kingdom
14412,1,642,48.74,2010-10-11 12:33:00,2010-10-11 12:33:00,41,United Kingdom
14413,2,211,183.2,2010-01-19 14:27:00,2010-10-25 14:41:00,73,United Kingdom
14414,1,365,123.35000000000001,2010-11-30 10:12:00,2010-11-30 10:12:00,21,United Kingdom
14415,10,3293,2177.25,2009-12-16 14:08:00,2010-11-25 13:51:00,299,United Kingdom
14417,1,567,329.34000000000003,2010-11-17 10:55:00,2010-11-17 10:55:00,106,United Kingdom
14419,1,69,70.2,2010-11-22 11:09:00,2010-11-22 11:09:00,23,United Kingdom
14420,3,786,217.45,2010-01-17 12:41:00,2010-11-08 10:49:00,58,United Kingdom
14421,4,977,172.83,2010-01-17 11:30:00,2010-07-15 12:30:00,57,United Kingdom
14422,13,3161,1003.95,2009-12-17 12:12:00,2010-11-30 10:43:00,193,United Kingdom
14423,2,299,31.67,2010-01-14 11:49:00,2010-09-28 10:42:00,11,United Kingdom
14425,3,325,128.18,2009-12-02 11:31:00,2010-10-01 10:24:00,35,United Kingdom
14426,7,4324,1269.89,2010-03-04 14:36:00,2010-11-01 16:24:00,314,United Kingdom
14427,2,310,386.42,2010-03-18 09:49:00,2010-08-02 11:25:00,27,United Kingdom
14429,1,286,53.27,2010-11-01 10:08:00,2010-11-01 10:08:00,22,United Kingdom
14430,3,446,136.95,2010-04-11 15:59:00,2010-07-16 11:35:00,29,United Kingdom
14431,3,1072,194.53,2010-01-21 10:49:00,2010-11-25 14:03:00,61,United Kingdom
14433,1,134,191.1,2010-08-31 12:35:00,2010-08-31 12:35:00,72,United Kingdom
14435,1,282,1.67,2010-07-26 12:33:00,2010-07-26 12:33:00,3,United Kingdom
14436,1,168,2.31,2010-06-04 11:32:00,2010-06-04 11:32:00,2,United Kingdom
14437,5,426,142.4,2010-05-05 12:20:00,2010-12-09 09:27:00,34,United Kingdom
14439,4,1718,478.05,2010-01-21 14:01:00,2010-09-22 14:47:00,83,Greece
14440,9,1167,370.97,2009-12-02 12:13:00,2010-12-09 12:49:00,49,United Kingdom
