Customer ID,NumOrders,TotalQuantity,TotalSpend,FirstPurchaseDate,LastPurchaseDate,UniqueProducts,Country,Recency,Duration,AvgSpendPerOrder,AvgQuantityPerOrder,Value
13195,1,83,116.95,2010-10-21 13:07:00,2010-10-21 13:07:00,43,United Kingdom,49,0,116.95,83.0,Medium
13196,3,782,250.6,2010-04-01 12:54:00,2010-09-22 14:01:00,74,United Kingdom,78,174,83.53333333333333,260.6666666666667,Medium
13197,1,204,87.19,2010-04-09 09:14:00,2010-04-09 09:14:00,19,United Kingdom,244,0,87.19,204.0,Medium
13198,2,801,316.78000000000003,2010-10-01 13:27:00,2010-11-17 14:25:00,81,United Kingdom,22,47,158.39000000000001,400.5,Medium
13199,30,5843,194.8,2009-12-05 10:11:00,2010-12-08 10:51:00,26,United Kingdom,1,368,6.493333333333334,194.76666666666668,High
13201,4,1039,196.83,2010-03-07 11:01:00,2010-07-25 14:30:00,65,United Kingdom,137,140,49.2075,259.75,Medium
13202,7,572,343.0,2009-12-09 10:48:00,2010-11-10 16:24:00,55,United Kingdom,29,336,49.0,81.71428571428571,High
13203,6,1613,191.56,2009-12-17 14:15:00,2010-11-18 10:08:00,106,United Kingdom,21,335,31.926666666666666,268.8333333333333,High
13204,1,428,237.18,2009-12-08 14:56:00,2009-12-08 14:56:00,57,United Kingdom,366,0,237.18,428.0,Medium
13205,1,256,10.95,2010-09-22 16:26:00,2010-09-22 16:26:00,1,United Kingdom,78,0,10.95,256.0,Low
13206,13,7155,1145.39,2009-12-07 13:48:00,2010-11-04 16:50:00,393,United Kingdom,35,332,88.10692307692308,550.3846153846154,High
13207,2,48,29.75,2010-04-06 16:37:00,2010-09-14 15:44:00,4,United Kingdom,86,160,14.875,24.0,Low
13208,3,541,296.44,2009-12-03 13:25:00,2010-09-16 19:43:00,92,United Kingdom,84,287,98.81333333333333,180.33333333333334,High
13209,5,1528,155.4,2010-01-24 14:30:00,2010-07-13 15:50:00,42,United Kingdom,149,170,31.080000000000002,305.6,Medium
13211,7,1016,237.77,2009-12-06 15:24:00,2010-11-23 15:17:00,75,United Kingdom,16,351,33.96714285714286,145.14285714285714,High
13213,6,1602,291.13,2010-05-20 14:50:00,2010-11-21 14:34:00,109,United Kingdom,18,184,48.52166666666667,267.0,High
13214,7,2966,436.56,2010-03-03 14:10:00,2010-10-18 10:00:00,207,United Kingdom,52,228,62.36571428571428,423.7142857142857,High
13215,1,96,0.85,2010-11-02 18:26:00,2010-11-02 18:26:00,1,United Kingdom,37,0,0.85,96.0,Low
13217,1,250,0.53,2010-02-22 12:49:00,2010-02-22 12:49:00,1,United Kingdom,290,0,0.53,250.0,Low
13219,1,11,76.23,2010-03-31 14:18:00,2010-03-31 14:18:00,11,United Kingdom,253,0,76.23,11.0,Low
13220,1,200,129.5,2010-05-13 10:35:00,2010-05-13 10:35:00,32,United Kingdom,210,0,129.5,200.0,Medium
13222,1,30,2.95,2010-05-11 13:54:00,2010-05-11 13:54:00,1,United Kingdom,212,0,2.95,30.0,Low
13223,4,480,11.74,2010-02-12 13:27:00,2010-10-12 11:07:00,4,United Kingdom,58,241,2.935,120.0,Low
13225,9,3985,266.01,2009-12-17 09:09:00,2010-10-14 16:26:00,50,United Kingdom,56,301,29.556666666666665,442.77777777777777,High
13226,1,99,30.5,2010-11-11 13:46:00,2010-11-11 13:46:00,12,United Kingdom,28,0,30.5,99.0,Low
13230,17,1945,1893.43,2010-03-18 20:02:00,2010-12-09 19:28:00,405,United Kingdom,0,265,111.37823529411764,114.41176470588235,High
13233,2,600,76.05,2010-01-14 14:10:00,2010-10-15 11:49:00,33,United Kingdom,55,273,38.025,300.0,Medium
13234,2,162,193.43,2009-12-07 12:32:00,2010-02-05 11:41:00,56,United Kingdom,307,59,96.715,81.0,Medium
13237,1,128,128.65,2010-11-17 10:07:00,2010-11-17 10:07:00,24,United Kingdom,22,0,128.65,128.0,Medium
13238,2,144,43.75,2010-04-28 15:02:00,2010-10-05 12:38:00,11,United Kingdom,65,159,21.875,72.0,Low
13239,4,824,227.05,2010-07-25 13:34:00,2010-09-28 17:21:00,69,United Kingdom,72,65,56.7625,206.0,Medium
13240,5,560,368.32,2010-02-25 13:17:00,2010-12-09 12:49:00,132,United Kingdom,0,286,73.664,112.0,High
13241,1,48,107.12,2010-10-24 11:17:00,2010-10-24 11:17:00,40,United Kingdom,46,0,107.12,48.0,Medium
13242,4,220,42.9,2010-02-09 13:12:00,2010-09-14 13:53:00,12,United Kingdom,86,217,10.725,55.0,Low
13243,4,346,427.34,2010-03-18 13:10:00,2010-09-16 13:18:00,121,United Kingdom,84,182,106.835,86.5,High
13245,1,246,81.59,2010-10-03 14:03:00,2010-10-03 14:03:00,29,United Kingdom,67,0,81.59,246.0,Medium
13246,5,1213,371.12,2010-07-02 13:36:00,2010-11-11 12:54:00,166,United Kingdom,28,131,74.224,242.6,High
13249,6,700,15.83,2010-01-24 12:11:00,2010-11-03 14:05:00,2,United Kingdom,36,283,2.638333333333333,116.66666666666667,Low
13250,2,108,49.67,2010-07-25 14:01:00,2010-09-05 11:33:00,17,United Kingdom,95,41,24.835,54.0,Low
13251,1,215,38.29,2010-11-02 13:20:00,2010-11-02 13:20:00,25,United Kingdom,37,0,38.29,215.0,Medium
13252,2,134,88.95,2010-03-24 10:30:00,2010-11-10 16:00:00,19,United Kingdom,29,231,44.475,67.0,Medium
13253,2,1443,81.16,2010-01-05 12:13:00,2010-10-05 13:33:00,39,United Kingdom,65,273,40.58,721.5,Medium
13254,1,43,10.09,2010-11-28 15:42:00,2010-11-28 15:42:00,4,United Kingdom,11,0,10.09,43.0,Low
13255,2,340,76.3,2010-07-15 13:20:00,2010-12-01 11:58:00,19,United Kingdom,8,138,38.15,170.0,Medium
13257,1,33,51.25,2010-09-29 14:58:00,2010-09-29 14:58:00,7,United Kingdom,71,0,51.25,33.0,Low
13258,2,164,17.099999999999998,2010-11-04 12:45:00,2010-11-25 10:54:00,5,United Kingdom,14,20,8.549999999999999,82.0,Low
13259,8,384,799.95,2010-01-10 10:26:00,2010-11-07 10:56:00,180,United Kingdom,32,301,99.99375,48.0,High
13262,2,122,158.95,2010-04-18 12:14:00,2010-11-15 12:20:00,38,United Kingdom,24,211,79.475,61.0,Medium
13263,4,610,701.24,2010-10-22 17:07:00,2010-11-11 15:49:00,137,United Kingdom,28,19,175.31,152.5,Medium
13264,1,375,123.04,2010-09-23 12:42:00,2010-09-23 12:42:00,38,United Kingdom,77,0,123.04,375.0,Medium
13266,7,2409,195.48,2009-12-17 10:52:00,2010-10-22 12:13:00,83,United Kingdom,48,309,27.925714285714285,344.14285714285717,High
13267,18,2135,746.98,2009-12-07 16:56:00,2010-12-08 09:20:00,106,United Kingdom,1,365,41.49888888888889,118.61111111111111,High
13269,14,3050,447.16,2009-12-02 11:47:00,2010-12-05 11:51:00,107,United Kingdom,4,368,31.94,217.85714285714286,High
13270,1,200,2.95,2010-12-08 14:53:00,2010-12-08 14:53:00,1,United Kingdom,1,0,2.95,200.0,Low
13274,1,199,71.45,2010-10-26 13:48:00,2010-10-26 13:48:00,19,United Kingdom,44,0,71.45,199.0,Medium
13275,2,140,105.58,2010-03-17 14:05:00,2010-11-21 12:09:00,48,United Kingdom,18,248,52.79,70.0,Medium
13276,3,694,712.89,2010-03-07 14:05:00,2010-11-07 14:17:00,184,United Kingdom,32,245,237.63,231.33333333333334,High
13277,3,206,18.95,2010-06-18 08:45:00,2010-11-24 15:34:00,7,United Kingdom,15,159,6.316666666666666,68.66666666666667,Low
13278,3,796,117.34,2010-04-08 11:59:00,2010-11-05 11:42:00,47,United Kingdom,34,210,39.11333333333334,265.3333333333333,Medium
13280,4,973,409.7,2010-03-05 09:07:00,2010-11-25 14:51:00,113,United Kingdom,14,265,102.425,243.25,High
13281,1,201,53.66,2010-09-26 16:03:00,2010-09-26 16:03:00,22,United Kingdom,74,0,53.66,201.0,Medium
13282,1,103,39.6,2010-10-29 14:11:00,2010-10-29 14:11:00,14,United Kingdom,41,0,39.6,103.0,Low
13283,2,114,40.75,2010-03-09 14:36:00,2010-05-21 13:56:00,13,United Kingdom,202,72,20.375,57.0,Low
13285,2,406,140.07999999999998,2010-03-25 14:26:00,2010-04-18 13:38:00,42,United Kingdom,235,23,70.03999999999999,203.0,Medium
13286,1,274,202.81,2010-04-18 15:35:00,2010-04-18 15:35:00,46,United Kingdom,235,0,202.81,274.0,Medium
13287,3,429,161.87,2010-01-04 10:43:00,2010-04-15 15:26:00,46,United Kingdom,238,101,53.95666666666667,143.0,Medium
13288,5,379,47.88,2010-02-11 14:59:00,2010-09-22 16:32:00,7,United Kingdom,78,223,9.576,75.8,Low
13289,1,119,70.25,2009-12-16 11:53:00,2009-12-16 11:53:00,16,United Kingdom,358,0,70.25,119.0,Medium
13291,10,1386,960.79,2010-02-11 18:36:00,2010-10-21 19:01:00,134,United Kingdom,49,252,96.079,138.6,High
13292,3,183,133.47,2010-07-01 14:36:00,2010-10-20 13:15:00,28,United Kingdom,50,110,44.49,61.0,Medium
13293,6,555,243.05,2010-02-09 12:05:00,2010-11-12 13:28:00,51,United Kingdom,27,276,40.50833333333333,92.5,High
13294,1,543,163.34,2010-03-03 12:54:00,2010-03-03 12:54:00,48,United Kingdom,281,0,163.34,543.0,Medium
13295,3,651,123.81,2010-05-12 09:13:00,2010-11-28 14:14:00,49,United Kingdom,11,200,41.27,217.0,High
13296,5,575,87.33,2010-05-11 14:29:00,2010-10-12 12:41:00,46,United Kingdom,58,153,17.466,115.0,Medium
13297,3,1731,163.56,2010-06-15 12:35:00,2010-11-19 13:49:00,58,United Kingdom,20,157,54.52,577.0,High
13299,2,386,265.72,2010-06-29 11:30:00,2010-10-12 10:53:00,56,United Kingdom,58,104,132.86,193.0,Medium
13300,2,252,173.65,2010-05-14 15:56:00,2010-11-16 17:10:00,29,United Kingdom,23,186,86.825,126.0,Medium
13302,1,7,31.7,2010-07-01 12:32:00,2010-07-01 12:32:00,2,United Kingdom,161,0,31.7,7.0,Low
13303,1,26,17.54,2010-11-04 14:55:00,2010-11-04 14:55:00,4,United Kingdom,35,0,17.54,26.0,Low
13304,3,478,208.99,2010-02-08 12:42:00,2010-09-10 10:09:00,48,United Kingdom,90,213,69.66333333333334,159.33333333333334,Medium
13305,7,1129,451.13,2010-03-10 14:49:00,2010-12-02 12:10:00,110,United Kingdom,7,266,64.44714285714285,161.28571428571428,High
13306,1,74,3.81,2010-10-05 14:55:00,2010-10-05 14:55:00,4,United Kingdom,65,0,3.81,74.0,Low
13307,2,136,44.79,2010-04-26 13:28:00,2010-08-09 12:56:00,14,United Kingdom,122,104,22.395,68.0,Low
13308,1,230,43.6,2010-04-22 09:22:00,2010-04-22 09:22:00,17,United Kingdom,231,0,43.6,230.0,Medium
13309,1,370,20.93,2010-11-12 12:10:00,2010-11-12 12:10:00,23,United Kingdom,27,0,20.93,370.0,Medium
13310,2,229,74.58,2010-11-02 17:03:00,2010-11-24 09:14:00,23,United Kingdom,15,21,37.29,114.5,Medium
13312,1,41,17.85,2010-09-14 14:36:00,2010-09-14 14:36:00,5,United Kingdom,86,0,17.85,41.0,Low
13313,7,1457,256.95,2009-12-02 16:18:00,2010-08-17 11:45:00,78,United Kingdom,114,257,36.707142857142856,208.14285714285714,High
13315,1,232,43.3,2010-01-19 15:34:00,2010-01-19 15:34:00,22,United Kingdom,324,0,43.3,232.0,Medium
13316,6,14424,224.61,2010-03-10 10:01:00,2010-11-12 10:14:00,69,United Kingdom,27,247,37.435,2404.0,High
13317,13,2113,782.44,2009-12-13 11:11:00,2010-11-19 10:06:00,150,United Kingdom,20,340,60.18769230769231,162.53846153846155,High
13319,34,4546,1780.78,2009-12-06 14:46:00,2010-12-09 10:05:00,221,United Kingdom,0,367,52.375882352941176,133.7058823529412,High
13320,2,423,77.7,2010-08-18 10:29:00,2010-10-01 14:59:00,37,United Kingdom,69,44,38.85,211.5,Medium
13324,8,3243,191.41,2010-05-25 10:23:00,2010-10-07 12:44:00,23,United Kingdom,63,135,23.92625,405.375,High
13326,1,140,37.89,2010-10-03 16:00:00,2010-10-03 16:00:00,13,United Kingdom,67,0,37.89,140.0,Medium
13327,13,2878,636.14,2009-12-18 15:35:00,2010-12-09 15:33:00,131,United Kingdom,0,355,48.933846153846154,221.3846153846154,High
13329,7,3023,255.34,2009-12-04 15:41:00,2010-12-08 10:11:00,60,United Kingdom,1,368,36.47714285714286,431.85714285714283,High
13330,3,1224,159.04,2010-02-23 10:12:00,2010-09-10 14:12:00,53,United Kingdom,90,199,53.01333333333333,408.0,Medium
13331,1,54,142.15,2010-11-03 08:04:00,2010-11-03 08:04:00,12,United Kingdom,36,0,142.15,54.0,Medium
13333,3,685,136.98,2010-02-19 09:26:00,2010-10-24 13:24:00,54,United Kingdom,46,247,45.66,228.33333333333334,High
13334,2,1453,637.39,2010-02-25 12:21:00,2010-06-21 13:52:00,177,United Kingdom,171,116,318.695,726.5,Medium
13337,1,980,301.38,2010-06-11 13:27:00,2010-06-11 13:27:00,87,United Kingdom,181,0,301.38,980.0,Medium
13338,3,894,509.09,2010-01-05 12:25:00,2010-06-16 10:23:00,100,United Kingdom,176,161,169.69666666666666,298.0,Medium
13340,5,3866,767.74,2010-02-22 14:54:00,2010-10-18 10:42:00,77,United Kingdom,52,237,153.548,773.2,High
13346,6,180,11.35,2010-04-22 12:34:00,2010-09-03 11:41:00,4,United Kingdom,97,133,1.8916666666666666,30.0,Low
13357,4,1770,995.89,2010-03-22 14:30:00,2010-08-02 14:02:00,239,United Kingdom,129,132,248.9725,442.5,High
13359,1,219,128.45,2010-11-01 15:05:00,2010-11-01 15:05:00,32,United Kingdom,38,0,128.45,219.0,Medium
13360,4,941,179.51,2010-01-08 11:16:00,2010-10-04 12:37:00,57,United Kingdom,66,269,44.8775,235.25,High
13361,2,324,150.9,2010-04-01 07:49:00,2010-08-24 14:56:00,29,United Kingdom,107,145,75.45,162.0,Medium
13362,3,1099,424.4,2010-10-10 15:27:00,2010-11-26 16:38:00,106,United Kingdom,13,47,141.46666666666667,366.3333333333333,High
13363,1,436,114.54,2010-10-26 11:07:00,2010-10-26 11:07:00,42,United Kingdom,44,0,114.54,436.0,Medium
13367,1,252,42.2,2010-10-04 10:00:00,2010-10-04 10:00:00,19,United Kingdom,66,0,42.2,252.0,Medium
13368,2,278,51.120000000000005,2010-10-12 10:43:00,2010-10-21 09:43:00,21,United Kingdom,49,8,25.560000000000002,139.0,Medium
13369,1,148,41.62,2010-12-09 11:30:00,2010-12-09 11:30:00,13,United Kingdom,0,0,41.62,148.0,Medium
13370,1,343,145.39,2010-12-03 10:26:00,2010-12-03 10:26:00,39,United Kingdom,6,0,145.39,343.0,Medium
13371,2,1019,368.38,2010-03-17 15:29:00,2010-07-22 17:33:00,75,United Kingdom,140,127,184.19,509.5,Medium
13373,3,2612,665.06,2009-12-06 12:34:00,2010-10-20 10:09:00,184,United Kingdom,50,317,221.68666666666664,870.6666666666666,High
13374,2,134,52.75,2010-09-16 10:29:00,2010-10-21 10:04:00,16,United Kingdom,49,34,26.375,67.0,Low
13375,1,682,107.42,2010-09-21 08:12:00,2010-09-21 08:12:00,34,United Kingdom,79,0,107.42,682.0,Medium
13377,2,746,326.28000000000003,2010-03-04 10:06:00,2010-11-08 12:20:00,70,United Kingdom,31,249,163.14000000000001,373.0,High
13380,1,48,3.95,2010-10-03 10:18:00,2010-10-03 10:18:00,3,United Kingdom,67,0,3.95,48.0,Low
13381,6,3096,531.49,2009-12-01 15:19:00,2010-11-25 13:30:00,112,United Kingdom,14,358,88.58166666666666,516.0,High
13382,4,732,167.2,2009-12-08 09:56:00,2010-10-07 09:28:00,61,United Kingdom,63,302,41.8,183.0,High
13383,1,288,1.06,2010-06-14 11:45:00,2010-06-14 11:45:00,1,United Kingdom,178,0,1.06,288.0,Low
13384,4,1720,344.39,2010-07-27 12:22:00,2010-11-14 13:13:00,81,United Kingdom,25,110,86.0975,430.0,High
13386,2,514,71.14,2010-09-28 13:09:00,2010-10-21 12:52:00,24,United Kingdom,49,22,35.57,257.0,Medium
13387,1,119,139.56,2010-10-18 14:07:00,2010-10-18 14:07:00,70,United Kingdom,52,0,139.56,119.0,Medium
13388,1,419,126.3,2010-04-15 10:18:00,2010-04-15 10:18:00,34,United Kingdom,238,0,126.3,419.0,Medium
13392,1,82,11.57,2010-01-31 13:34:00,2010-01-31 13:34:00,8,United Kingdom,312,0,11.57,82.0,Low
13393,4,662,286.39,2009-12-07 18:12:00,2010-05-05 09:34:00,53,United Kingdom,218,148,71.5975,165.5,Medium
13394,11,2962,625.07,2009-12-01 11:58:00,2010-11-25 18:08:00,167,United Kingdom,14,359,56.82454545454546,269.27272727272725,High
13395,2,1324,97.24,2010-10-14 13:00:00,2010-11-04 14:00:00,56,United Kingdom,35,21,48.62,662.0,Medium
13397,5,906,256.13,2010-01-20 09:50:00,2010-09-28 13:10:00,47,United Kingdom,72,251,51.226,181.2,High
13398,1,60,68.55,2010-09-17 09:34:00,2010-09-17 09:34:00,13,United Kingdom,83,0,68.55,60.0,Medium
13399,3,120,54.15,2010-07-08 17:47:00,2010-09-01 13:59:00,10,United Kingdom,99,54,18.05,40.0,Low
13400,1,284,45.3,2010-05-06 09:00:00,2010-05-06 09:00:00,23,United Kingdom,217,0,45.3,284.0,Medium
13402,3,628,156.13,2010-05-24 10:56:00,2010-12-02 17:12:00,43,United Kingdom,7,192,52.04333333333333,209.33333333333334,High
13403,2,70,24.05,2009-12-16 13:23:00,2010-11-17 11:38:00,6,United Kingdom,22,335,12.025,35.0,Low
13405,3,690,65.62,2009-12-15 14:13:00,2010-08-15 13:28:00,14,United Kingdom,116,242,21.873333333333335,230.0,Medium
13406,2,292,22.19,2010-03-18 07:29:00,2010-10-08 14:44:00,7,United Kingdom,62,204,11.095,146.0,Low
13407,3,1690,213.36,2010-02-16 11:13:00,2010-05-10 12:41:00,85,United Kingdom,213,83,71.12,563.3333333333334,Medium
13408,46,13265,935.92,2009-12-04 09:31:00,2010-12-03 09:39:00,171,United Kingdom,6,364,20.346086956521738,288.3695652173913,High
13410,4,726,52.91,2009-12-08 13:43:00,2010-11-11 16:45:00,18,United Kingdom,28,338,13.2275,181.5,High
13412,1,176,163.85,2010-03-29 16:28:00,2010-03-29 16:28:00,33,United Kingdom,255,0,163.85,176.0,Medium
13413,6,455,80.98,2010-01-21 17:43:00,2010-03-10 12:17:00,38,United Kingdom,274,47,13.496666666666668,75.83333333333333,Medium
13414,3,1128,66.6,2010-04-15 17:00:00,2010-09-02 16:55:00,27,United Kingdom,98,139,22.2,376.0,Medium
13415,4,502,259.4,2009-12-11 14:20:00,2010-08-24 11:38:00,85,United Kingdom,107,255,64.85,125.5,High
13416,1,66,23.450000000000003,2009-12-03 13:02:00,2009-12-03 13:02:00,7,United Kingdom,371,0,23.450000000000003,66.0,Low
13417,4,370,183.71,2010-02-08 12:39:00,2010-06-10 10:05:00,35,United Kingdom,182,121,45.9275,92.5,Medium
13418,15,3688,737.93,2009-12-11 12:51:00,2010-12-02 10:46:00,167,United Kingdom,7,355,49.19533333333333,245.86666666666667,High
13421,6,1239,406.05,2010-02-14 14:45:00,2010-10-29 17:17:00,124,United Kingdom,41,257,67.675,206.5,High
13423,1,141,26.78,2010-10-07 09:02:00,2010-10-07 09:02:00,12,United Kingdom,63,0,26.78,141.0,Low
13424,1,529,66.88,2010-09-16 10:49:00,2010-09-16 10:49:00,40,United Kingdom,84,0,66.88,529.0,Medium
13425,2,1259,250.74,2010-05-09 14:35:00,2010-07-19 12:56:00,86,United Kingdom,143,70,125.37,629.5,Medium
13426,12,2623,400.2,2009-12-09 15:16:00,2010-11-22 11:22:00,106,United Kingdom,17,347,33.35,218.58333333333334,High
13427,3,335,40.84,2009-12-17 13:44:00,2010-08-19 11:45:00,18,United Kingdom,112,244,13.613333333333335,111.66666666666667,Low
13428,2,210,120.28,2010-07-13 13:20:00,2010-07-13 13:33:00,66,United Kingdom,149,0,60.14,105.0,Medium
13431,6,898,314.62,2010-02-18 11:53:00,2010-10-29 14:09:00,74,United Kingdom,41,253,52.43666666666667,149.66666666666666,High
13432,2,214,252.73,2010-04-06 14:42:00,2010-05-17 13:18:00,97,United Kingdom,206,40,126.365,107.0,Medium
13433,4,190,110.97,2010-01-12 08:59:00,2010-07-26 16:55:00,22,United Kingdom,136,195,27.7425,47.5,Medium
13434,3,564,52.92,2010-02-22 09:54:00,2010-11-19 15:09:00,14,United Kingdom,20,270,17.64,188.0,Medium
13435,2,662,122.24,2010-07-27 16:56:00,2010-11-28 13:51:00,40,United Kingdom,11,123,61.12,331.0,Medium
13438,1,10,4.65,2010-06-10 18:46:00,2010-06-10 18:46:00,1,United Kingdom,182,0,4.65,10.0,Low
13439,2,710,252.23,2010-07-01 14:36:00,2010-11-16 15:24:00,101,United Kingdom,23,138,126.115,355.0,Medium
13440,7,573,190.15,2010-09-14 10:34:00,2010-10-12 13:11:00,49,United Kingdom,58,28,27.164285714285715,81.85714285714286,Medium
13441,1,316,66.01,2010-10-04 10:38:00,2010-10-04 10:38:00,25,United Kingdom,66,0,66.01,316.0,Medium
13442,3,115,266.38,2009-12-01 14:59:00,2010-02-10 14:03:00,33,United Kingdom,302,70,88.79333333333334,38.333333333333336,Medium
13443,6,806,576.26,2010-01-31 13:30:00,2010-09-17 12:31:00,175,United Kingdom,83,228,96.04333333333334,134.33333333333334,High
13444,2,337,136.0,2010-07-21 14:34:00,2010-11-30 13:02:00,51,United Kingdom,9,131,68.0,168.5,Medium
13445,1,198,13.79,2010-03-23 15:34:00,2010-03-23 15:34:00,7,United Kingdom,261,0,13.79,198.0,Low
13446,11,2403,518.77,2010-02-14 11:52:00,2010-10-05 18:51:00,113,United Kingdom,65,233,47.16090909090909,218.45454545454547,High
13448,8,2743,1094.51,2009-12-06 12:14:00,2010-12-01 10:53:00,248,United Kingdom,8,359,136.81375,342.875,High
13450,7,2336,111.34,2010-04-15 19:15:00,2010-11-30 13:20:00,39,United Kingdom,9,228,15.905714285714286,333.7142857142857,High
13451,6,3116,1218.88,2010-03-21 16:13:00,2010-11-23 14:50:00,362,United Kingdom,16,246,203.14666666666668,519.3333333333334,High
13452,1,4,34.95,2010-08-24 09:53:00,2010-08-24 09:53:00,1,United Kingdom,107,0,34.95,4.0,Low
13453,1,207,73.48,2010-11-02 13:23:00,2010-11-02 13:23:00,23,United Kingdom,37,0,73.48,207.0,Medium
13454,1,198,34.19,2010-03-08 14:40:00,2010-03-08 14:40:00,23,United Kingdom,276,0,34.19,198.0,Medium
13455,5,631,444.45,2009-12-09 08:58:00,2010-12-08 13:11:00,70,United Kingdom,1,364,88.89,126.2,High
13457,2,96,14.04,2009-12-02 12:46:00,2010-01-20 08:48:00,9,United Kingdom,323,48,7.02,48.0,Low
13458,2,1252,300.68,2010-11-16 14:01:00,2010-11-25 15:02:00,94,United Kingdom,14,9,150.34,626.0,Medium
13459,2,986,166.6,2010-01-26 13:35:00,2010-03-25 10:24:00,57,United Kingdom,259,57,83.3,493.0,Medium
13461,3,1962,69.98,2010-04-21 16:01:00,2010-10-28 17:53:00,25,United Kingdom,42,190,23.326666666666668,654.0,Medium
13462,4,635,148.48,2009-12-14 09:48:00,2010-10-25 10:00:00,55,United Kingdom,45,315,37.12,158.75,High
13464,5,1037,433.04,2010-03-31 15:22:00,2010-11-10 12:24:00,95,United Kingdom,29,223,86.608,207.4,High
13465,2,584,78.73,2010-05-02 15:30:00,2010-09-19 15:13:00,34,United Kingdom,81,139,39.365,292.0,Medium
13466,4,401,102.67,2010-03-21 13:50:00,2010-10-27 12:50:00,34,United Kingdom,43,219,25.6675,100.25,Medium
13468,38,3235,1796.14,2009-12-03 13:32:00,2010-12-06 13:34:00,208,United Kingdom,3,368,47.26684210526316,85.13157894736842,High
13469,1,52,16.2,2010-02-24 15:03:00,2010-02-24 15:03:00,6,United Kingdom,288,0,16.2,52.0,Low
13472,2,310,73.55,2010-06-02 09:48:00,2010-09-02 09:41:00,24,United Kingdom,98,91,36.775,155.0,Medium
13473,6,734,219.8,2009-12-15 19:02:00,2010-05-14 10:47:00,44,United Kingdom,209,149,36.63333333333333,122.33333333333333,Medium
13474,2,202,217.89,2010-08-01 14:40:00,2010-09-22 09:21:00,62,United Kingdom,78,51,108.945,101.0,Medium
13476,3,296,231.1,2010-03-05 09:39:00,2010-10-29 08:24:00,38,United Kingdom,41,237,77.03333333333333,98.66666666666667,Medium
13477,5,1074,196.78,2010-01-25 11:52:00,2010-09-10 09:08:00,65,United Kingdom,90,227,39.356,214.8,High
13478,5,1189,486.28,2010-01-31 15:51:00,2010-08-27 13:23:00,114,United Kingdom,104,207,97.256,237.8,High
13479,2,582,76.89,2010-08-19 16:18:00,2010-09-13 13:29:00,34,United Kingdom,87,24,38.445,291.0,Medium
13480,2,362,147.18,2010-01-29 12:35:00,2010-10-19 11:53:00,40,United Kingdom,51,262,73.59,181.0,Medium
13481,6,913,416.64,2009-12-04 12:37:00,2010-11-30 10:32:00,87,United Kingdom,9,360,69.44,152.16666666666666,High
13482,1,71,27.55,2010-03-22 10:31:00,2010-03-22 10:31:00,9,United Kingdom,262,0,27.55,71.0,Low
13484,2,180,137.9,2010-03-10 11:46:00,2010-11-21 13:48:00,31,United Kingdom,18,256,68.95,90.0,Medium
13485,10,1520,482.01,2009-12-03 13:46:00,2010-11-28 11:04:00,117,United Kingdom,11,359,48.201,152.0,High
13487,2,97,70.27,2009-12-05 10:25:00,2010-07-22 10:41:00,11,United Kingdom,140,229,35.135,48.5,Low
13488,11,3373,1056.37,2010-01-25 10:13:00,2010-12-07 13:01:00,186,United Kingdom,2,316,96.03363636363635,306.6363636363636,High
13490,1,25,75.25,2010-02-23 14:48:00,2010-02-23 14:48:00,8,United Kingdom,289,0,75.25,25.0,Low
13491,18,1482,665.03,2009-12-07 08:24:00,2010-12-02 14:30:00,102,United Kingdom,7,360,36.94611111111111,82.33333333333333,High
13495,6,1845,205.59,2009-12-07 12:12:00,2010-12-06 15:14:00,49,United Kingdom,3,364,34.265,307.5,High
13497,5,416,154.78,2010-02-08 10:27:00,2010-12-06 11:37:00,45,United Kingdom,3,301,30.956,83.2,High
13498,1,362,38.51,2009-12-09 15:26:00,2009-12-09 15:26:00,17,United Kingdom,365,0,38.51,362.0,Medium
13500,1,229,66.67,2010-11-03 13:16:00,2010-11-03 13:16:00,20,United Kingdom,36,0,66.67,229.0,Medium
13501,2,693,226.38,2010-05-18 13:24:00,2010-08-10 13:01:00,52,Switzerland,121,83,113.19,346.5,Medium
13502,2,226,46.05,2010-06-09 10:52:00,2010-10-20 10:15:00,14,United Kingdom,50,132,23.025,113.0,Low
13503,4,866,556.14,2010-02-16 13:49:00,2010-08-17 13:17:00,147,United Kingdom,114,181,139.035,216.5,High
13506,4,850,194.29,2010-09-05 12:33:00,2010-12-05 12:15:00,48,United Kingdom,4,90,48.5725,212.5,High
13508,1,156,45.22,2010-03-07 11:58:00,2010-03-07 11:58:00,16,United Kingdom,277,0,45.22,156.0,Medium
13509,1,108,6.25,2010-07-20 12:10:00,2010-07-20 12:10:00,5,United Kingdom,142,0,6.25,108.0,Low
13510,7,1658,631.05,2009-12-21 11:53:00,2010-11-29 12:26:00,126,United Kingdom,10,343,90.14999999999999,236.85714285714286,High
13511,1,60,64.99000000000001,2010-02-01 12:10:00,2010-02-01 12:10:00,5,United Kingdom,311,0,64.99000000000001,60.0,Low
13512,3,276,59.66,2010-05-05 13:22:00,2010-11-17 14:55:00,20,United Kingdom,22,196,19.886666666666667,92.0,Medium
13513,2,255,76.81,2010-02-22 16:36:00,2010-09-24 16:25:00,24,United Kingdom,76,213,38.405,127.5,Medium
